row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_beams_formed,beam_frac,n_obs_at_freq,n_obs_at_freq_drift,ra,dec
7784,MeerKAT:array_1:20250730T231157Z,Gaia_2682471513193917312,11,551.9994371533394,0.0427805938822227,110.06882,4,64,0.0625,4,1,22.226613856106688,1.5208282602095093
7849,MeerKAT:array_1:20250730T231157Z,Gaia_2682532948406193664,24,551.9994300603867,0.1454540191995572,106.83022,3,64,0.046875,2,1,22.18966764506789,1.6479133805547153
54495,MeerKAT:array_1:20250713T175609Z,Gaia_1456190043026833664,10,607.2759323716164,-0.15401013797600172,99.55255,1,64,0.015625,1,1,13.55129319214932,30.339604680493498
170551,MeerKAT:array_1:20250713T175609Z,Gaia_1468296662482079872,34,607.275917172432,0.00855611877644454,99.40204,2,64,0.03125,15,1,13.488518281407591,30.889289030543605
64136,MeerKAT:array_1:20250713T002413Z,Gaia_2682471513193917312,22,623.9688733816147,-0.02566835632933362,98.70565,1,64,0.015625,1,1,22.226613856106688,1.5208282602095093
50193,MeerKAT:array_1:20250729T175426Z,J1830-3602,0,599.9702994823456,-0.05989283143511178,96.30439,1,64,0.015625,1,1,18.516355555555556,-36.04169444444445
100418,MeerKAT:array_1:20250716T201432Z,J1550+0527,0,671.992512345314,-0.0427805938822227,95.14592,3,64,0.046875,1,1,15.843130555555557,5.452888888888889
131735,MeerKAT:array_1:20250707T004747Z,Gaia_2682776868188808448,63,572.717700779438,0.00855611877644454,91.50678,1,64,0.015625,1,1,22.196622585055863,2.2459500998583524
1573,MeerKAT:array_1:20250717T021511Z,ex_LEDA_3096664,50,551.9720695018768,-0.02566835632933362,87.1859,4,64,0.0625,2,2,22.236,1.5744439999999997
80448,MeerKAT:array_1:20250717T021511Z,Gaia_2682558099734709760,18,647.979605615139,-0.0427805938822227,86.13725,3,64,0.046875,1,1,22.189701165924287,1.9093993911697076
1484,MeerKAT:array_1:20250717T021511Z,Gaia_2682565143481001088,33,551.9720695018768,-0.02566835632933362,85.91334,4,64,0.0625,2,2,22.227060562164862,1.9359198364913521
1511,MeerKAT:array_1:20250717T021511Z,Gaia_2682791367998427520,38,551.9720695018768,-0.02566835632933362,84.51907,4,64,0.0625,2,2,22.18733687327099,2.2921347176586315
97592,MeerKAT:array_1:20250713T164848Z,ex_LEDA_1781395,26,675.0000783205032,0.1711223755288908,82.724594,3,64,0.046875,1,1,16.1926116,26.580366
80398,MeerKAT:array_1:20250717T021511Z,Gaia_2682525041370864512,10,647.979605615139,-0.0427805938822227,81.714455,3,64,0.046875,1,1,22.24011149732658,1.981236016793205
49101,MeerKAT:array_1:20250728T194227Z,Gaia_2682511026893166848,63,599.9708466529846,-0.11978566287022356,80.5507,3,64,0.046875,1,1,22.22988922274396,1.7384363619509904
1611,MeerKAT:array_1:20250717T021511Z,ex_LEDA_1202200,57,551.9720695018768,-0.02566835632933362,79.91807,4,64,0.0625,2,2,22.18519446666667,1.671944
61481,MeerKAT:array_1:20250707T004747Z,Gaia_2682489792574753152,12,623.968369781971,-0.05133671265866724,79.76257,3,64,0.046875,1,1,22.217882088357648,1.6695797471804565
48932,MeerKAT:array_1:20250728T194227Z,Gaia_2682510648935930880,42,599.9708466529846,-0.11978566287022356,79.08553,3,64,0.046875,1,1,22.229019987337768,1.7306322524361506
98549,MeerKAT:array_1:20250713T183111Z,Gaia_1315905519102979712,46,674.9957121014595,0.17967849430533533,78.92284,1,64,0.015625,1,1,16.1809947585492,26.852755011895997
49045,MeerKAT:array_1:20250728T194227Z,Gaia_2682748448390256000,56,599.9708466529846,-0.11978566287022356,78.87949,3,64,0.046875,1,1,22.18379693040468,2.026398022327648
80611,MeerKAT:array_1:20250717T021511Z,Gaia_2682586682742048640,43,647.979605615139,-0.0427805938822227,78.39457,3,64,0.046875,1,1,22.207091352978555,2.140352488831471
191317,MeerKAT:array_1:20250713T175609Z,Gaia_1456306591259413504,6,639.2759172916412,-0.01711223755288908,78.20632,1,64,0.015625,14,2,13.556781889142673,30.7723786001952
48354,MeerKAT:array_1:20250723T234200Z,Gaia_2682522915362530816,19,599.9705791473389,0.09411730654088994,77.476,3,64,0.046875,1,1,22.236588392620227,1.906333427001767
61504,MeerKAT:array_1:20250707T004747Z,Gaia_2682779273370512000,35,623.968369781971,-0.05133671265866724,76.59864,3,64,0.046875,1,1,22.1901400595939,2.2569188019302695
61475,MeerKAT:array_1:20250707T004747Z,ex_LEDA_1198640,6,623.968369781971,-0.05133671265866724,76.357185,3,64,0.046875,1,1,22.225583333333333,1.5602780000000003
16309,MeerKAT:array_1:20250701T230223Z,Gaia_2682594624136633472,44,575.000754058361,0.05133671265866724,75.350266,2,64,0.03125,1,1,22.21248246510474,2.264545145816272
48291,MeerKAT:array_1:20250723T234200Z,Gaia_2682620771897433600,4,599.9705791473389,0.09411730654088994,74.73224,3,64,0.046875,1,1,22.245266544091557,2.092334528920195
177613,MeerKAT:array_1:20250704T225450Z,Gaia_2682620874976650496,8,623.9686727523804,-0.00855611877644454,74.51412,4,64,0.0625,1,1,22.2447699937498,2.1186211838799274
