file,row,family,obsid,sourceName,frequency,driftRate,snr,n_beams
lband_short,38347,16,MeerKAT:array_1:20250703T004724Z,Gaia_6891218165360867584,887.9785683304071,-0.03075228244096795,42.15936,64
lband_short,465869,16,MeerKAT:array_1:20250719T023034Z,Gaia_2311873731708268416,887.9898951202631,-0.010250760813655982,42.152874,64
lband_short,90646,13,MeerKAT:array_1:20250708T112920Z,Gaia_2973829725050703488,924.9968007951975,-0.2255167379004316,42.14048,56
lband_short,447735,16,MeerKAT:array_1:20250731T041226Z,Gaia_2545301630834484352,863.9899947345257,-0.010250760813655982,42.14003,64
lband_short,61710,16,MeerKAT:array_1:20250731T025147Z,Gaia_2546813115724975872,911.9535925090313,-0.03075228244096795,42.13591,64
lband_short,118858,13,MeerKAT:array_1:20250713T092755Z,Gaia_5096063599618063872,924.9914371520281,-0.20501521627311964,42.13493,64
lband_short,446361,16,MeerKAT:array_1:20250731T025147Z,Gaia_2543782792959310464,863.9640917181969,-0.020501521627311965,42.134552,13
lband_short,28935,13,MeerKAT:array_1:20250711T120252Z,Gaia_4790684110544388224,874.9907822310925,-0.15376141220483974,42.13113,6
lband_short,32341,16,MeerKAT:array_1:20250719T110629Z,Gaia_2992959990425917440,869.3165308684111,-0.1127583689502158,42.13061,44
lband_short,11311,16,MeerKAT:array_1:20250731T174502Z,Gaia_1315896826089146624,863.9565708190203,-0.03075228244096795,42.13013,39
lband_short,435199,16,MeerKAT:array_1:20250702T232759Z,Gaia_6891254930281047680,863.9906627982855,-0.010250760813655982,42.129734,64
lband_short,17636,16,MeerKAT:array_1:20250706T145226Z,Gaia_4802419954062202368,871.6117970496416,-0.07175532569559187,42.12911,64
lband_short,15746,14,MeerKAT:array_1:20250706T074022Z,Gaia_4802463384771540352,874.9940396398306,-0.1230091297638718,42.127117,64
lband_short,445819,16,MeerKAT:array_1:20250731T014621Z,Gaia_2546856821312153856,863.9842548072338,0.020501521627311965,42.12688,64
lband_short,435144,16,MeerKAT:array_1:20250702T232759Z,Gaia_6891254861561569536,863.9906627982855,-0.010250760813655982,42.11797,64
lband_short,466487,16,MeerKAT:array_1:20250719T033518Z,ex_LEDA_656387,887.9898648262024,-0.020501521627311965,42.116776,64
lband_short,32508,16,MeerKAT:array_1:20250719T110629Z,Gaia_2993042591236497280,874.6497619897127,-0.1230091297638718,42.114826,64
